SKU,Name,Location,TCP,Floor_Area,Bedrooms,Baths,Club House,Gym,Swimming Pool,Security,CCTV,Reception Area,Parking Area,Source,City/Town,Province
CD6655C172828CAPH,SERIN WEST TAGAYTAY,"Silang Junction South, Tagaytay",7950000,34.4,1,1,2,2,1,1,1,1,4,https://www.lamudi.com.ph/buy/cavite/tagaytay/20k-monthly-tagaytay-exec-studio-with-balcony-for-171792335224/,Tagaytay,CAVITE
CD667A659AB3FC5PH,THE WELLINGTON COURTYARD,"Kaybagal South, Tagaytay",9500000,92,2,0,0,0,1,1,0,1,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/pre-owned-condo-unit-for-sale-in-tagaytay-city-mc-17192974341/,Tagaytay,CAVITE
CD665061507A0E0PH,GREEN 2 RESIDENCES,"Governor's Drive, Mangubat Avenue (formerly Congressional Road) Burol, Dasmariñas",0,31.57,2,1,0,1,1,1,1,2,0,https://www.lamudi.com.ph/buy/cavite/dasmarinas/2br-end-condo-unit-for-sale-at-smdc-green-2-reside-171654382461/,Dasmariñas,CAVITE
CD65805CA2CF5EFPH,KASA LUNTIAN,"San Jose, Tagaytay",8250000,55,1,1,0,0,0,1,0,0,0,https://www.lamudi.com.ph/projects/kasa-luntian-1/tagaytay-condo-unit-for-sale-in-medium-rise-ayala-17030689508/,Tagaytay,CAVITE
CD6656CD1C8E81DPH,ALPINE VILLAS,"Crosswinds Dr, 4120 Tagaytay City, Philippines Iruhin East, Tagaytay",25785000,67,1,1,2,2,1,1,1,2,4,https://www.lamudi.com.ph/buy/cavite/tagaytay/1-bedroom-condominium-unit-for-sale-in-alpine-vill-17169646369/,Tagaytay,CAVITE
CD621357F795B6DPH,WIND RESIDENCES,"Maharlika West, Tagaytay",4350000,28.64,1,1,1,1,1,1,0,1,0,https://www.lamudi.com.ph/projects/wind-residences/one-bedroom-condo-unit-for-sale-at-sm-wind-residences-tagaytay/,Tagaytay,CAVITE
CD669756FB26E49PH,THE WELLINGTON COURTYARD,"Kaybagal South, Tagaytay",9500000,92,2,0,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/pre-owned-condo-unit-for-sale-in-tagaytay-city-mc-172119423552/,Tagaytay,CAVITE
CD6697540F5C51BPH,ALPINE VILLAS,"Iruhin East, Tagaytay",8800000,30.2,1,0,0,0,0,1,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/pre-owned-condo-unit-for-sale-in-crosswinds-tagayt-172119348719/,Tagaytay,CAVITE
CD668BEF0F7CF9FPH,SENTRIA STOREYS VERMOSA,"Pasong Buaya II, Imus",0,35.8,1,1,2,2,1,1,1,2,3,https://www.lamudi.com.ph/buy/cavite/imus/pre-selling-mid-rise-1-br-condo-w-balcony-sentria-172169481870/,Imus,CAVITE
CD65BCB06310188PH,FORA ROTUNDA TAGAYTAY,"Emilio Aguinaldo Highway East, Silang Junction South, Tagaytay City, Cavite Silang Junction North, Tagaytay",5589700,32,1,1,2,0,1,1,1,2,4,https://www.lamudi.com.ph/projects/fora-rotunda-tagaytay/condotel-in-quest-hotel-tagaytay-near-fora-mall-ro-170712843892/,Tagaytay,CAVITE
CD641C1344B74B5PH,THE WOODRIDGE AT TAGAYTAY HIGHLANDS,"The Woodridge in Tagaytay Highlands Calabuso, Tagaytay",30000000,212.24,3,4,2,3,2,1,1,2,3,https://www.lamudi.com.ph/projects/the-woodridge-at-tagaytay-highlands/tagaytay-highlands-3-bedroom-condo-the-woodrirde-s-169379990555/,Tagaytay,CAVITE
CD66627163CCA5EPH,TERRACES AT TRADIZO,"Anabu II-A, Imus",2573000,20,1,1,1,0,1,1,0,0,2,https://www.lamudi.com.ph/buy/cavite/imus/30k-cash-out-lang-may-condo-unit-kana-located-at-i-171772758744/,Imus,CAVITE
CD6617A0DB94E8EPH,SCANDIA SUITES,"Inchican, Silang",4000000,30.25,1,1,0,0,1,1,0,0,0,https://www.lamudi.com.ph/projects/scandia-suites/scandia-suites-south-forbes-1br-unit-for-sale-in-s-171282453914/,Silang,CAVITE
CD6641EA11079AAPH,PINE SUITES TAGAYTAY,"Maitim 2nd West, Tagaytay",10073000,48.38,1,0,0,0,0,0,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/msg-15-1084-pine-suites-tagaytay-maitim-2nd-west-t-171559579345/,Tagaytay,CAVITE
CD6641EA0E8F455PH,PINE SUITES TAGAYTAY,"Maitim 2nd West, Tagaytay",10073000,48.38,1,0,0,0,0,0,0,0,0,https://www.lamudi.com.ph/buy/cavite/tagaytay/msg-15-1087-pine-suites-tagaytay-maitim-2nd-west-t-171559579018/,Tagaytay,CAVITE
